Ê±¼ä,Ö¸Áî,Êµ¼Ê
0.036385,0,-0.039387148
0.036386,0,-0.0393637
0.036387,0,-0.039340588
0.036388,0,-0.039317812
0.036389,0,-0.039295371
0.03639,0,-0.039273265
0.036391,0,-0.039251494
0.036392,0,-0.039230059
0.036393,0,-0.039208958
0.036394,0,-0.039188191
0.036395,0,-0.039167758
0.036396,0,-0.039147659
0.036397,0,-0.039127894
0.036398,0,-0.039108463
0.036399,0,-0.039089364
0.0364,0,-0.039070599
0.036401,0,-0.039052167
0.036402,0,-0.039034067
0.036403,0,-0.0390163
0.036404,0,-0.038998864
0.036405,0,-0.038981761
0.036406,0,-0.03896499
0.036407,0,-0.03894855
0.036408,0,-0.038932441
0.036409,0,-0.038916663
0.03641,0,-0.038901216
0.036411,0,-0.0388861
0.036412,0,-0.038871315
0.036413,0,-0.038856859
0.036414,0,-0.038842734
0.036415,0,-0.038828938
0.036416,0,-0.038815472
0.036417,0,-0.038802335
0.036418,0,-0.038789527
0.036419,0,-0.038777048
0.03642,0,-0.038764898
0.036421,0,-0.038753076
0.036422,0,-0.038741583
0.036423,0,-0.038730418
0.036424,0,-0.03871958
0.036425,0,-0.03870907
0.036426,0,-0.038698887
0.036427,0,-0.038689032
0.036428,0,-0.038679503
0.036429,0,-0.038670302
0.03643,0,-0.038661426
0.036431,0,-0.038652877
0.036432,0,-0.038644655
0.036433,0,-0.038636758
0.036434,0,-0.038629186
0.036435,0,-0.03862194
0.036436,0,-0.03861502
0.036437,0,-0.038608424
0.036438,0,-0.038602153
0.036439,0,-0.038596207
0.03644,0,-0.038590585
0.036441,0,-0.038585287
0.036442,0,-0.038580313
0.036443,0,-0.040426223
0.036444,0,-0.04225804
0.036445,0,-0.044075769
0.036446,0,-0.044049563
0.036447,0,-0.044023694
0.036448,0,-0.045814214
0.036449,0,-0.047590664
0.03645,0,-0.010453109
0.036451,0,0.028474484
0.036452,0,0.03027728
0.036453,0,-0.008606523
0.036454,0,-0.047471294
0.036455,0,-0.047433133
0.036456,0,-0.047395316
0.036457,0,-0.047357843
0.036458,0,-0.047320715
0.036459,0,-0.047283931
0.03646,0,-0.04724749
0.036461,0,-0.047211393
0.036462,0,-0.047175639
0.036463,0,-0.047140228
0.036464,0,-0.04710516
0.036465,0,-0.047070435
0.036466,0,-0.047036052
0.036467,0,-0.047002011
0.036468,0,-0.046968312
0.036469,0,-0.046934954
0.03647,0,-0.046901939
0.036471,0,-0.046869264
0.036472,0,-0.046836931
0.036473,0,-0.046804938
0.036474,0,-0.046773286
0.036475,0,-0.046741974
0.036476,0,-0.046711002
0.036477,0,-0.046680371
0.036478,0,-0.046650079
0.036479,0,-0.046620126
0.03648,0,-0.046590513
0.036481,0,-0.046561239
0.036482,0,-0.046532303
0.036483,0,-0.046503706
0.036484,0,-0.046475448
0.036485,0,-0.046447528
0.036486,0,-0.046419945
0.036487,0,-0.046392701
0.036488,0,-0.046365793
0.036489,0,-0.046339223
0.03649,0,-0.04631299
0.036491,0,-0.046287094
0.036492,0,-0.046261535
0.036493,0,-0.046236312
0.036494,0,-0.046211425
0.036495,0,-0.046186874
0.036496,0,-0.046162659
0.036497,0,-0.046138779
0.036498,0,-0.046115234
0.036499,0,-0.046092025
0.0365,0,-0.04606915
0.036501,0,-0.04604661
0.036502,0,-0.046024405
0.036503,0,-0.046002533
0.036504,0,-0.045980996
0.036505,0,-0.045959792
0.036506,0,-0.045938922
0.036507,0,-0.045918385
0.036508,0,-0.045898181
0.036509,0,-0.04587831
0.03651,0,-0.045858772
0.036511,0,-0.045839566
0.036512,0,-0.045820692
0.036513,0,-0.045802151
0.036514,0,-0.045783941
0.036515,0,-0.045766062
0.036516,0,-0.045748515
0.036517,0,-0.045731299
0.036518,0,-0.045714414
0.036519,0,-0.04569786
0.03652,0,-0.045681636
0.036521,0,-0.045665742
0.036522,0,-0.045650179
0.036523,0,-0.045634945
0.036524,0,-0.045620041
0.036525,0,-0.045605466
0.036526,0,-0.04559122
0.036527,0,-0.045577303
0.036528,0,-0.045563715
0.036529,0,-0.045550456
0.03653,0,-0.045537525
0.036531,0,-0.045524921
0.036532,0,-0.045512646
0.036533,0,-0.045500698
0.036534,0,-0.045489078
0.036535,0,-0.045477785
0.036536,0,-0.045466819
0.036537,0,-0.045456179
0.036538,0,-0.045445867
0.036539,0,-0.04543588
0.03654,0,-0.04542622
0.036541,0,-0.045416885
0.036542,0,-0.045407877
0.036543,0,-0.007961708
0.036544,0,0.029478888
0.036545,0,0.06691391
0.036546,0,0.028307245
0.036547,0,-0.010280298
0.036548,0,-0.048848722
0.036549,0,-0.011361001
0.03655,0,0.026121117
0.036551,0,0.025026332
0.036552,0,-0.013524556
0.036553,0,-0.050965192
0.036554,0,-0.050923748
0.036555,0,-0.05088265
0.036556,0,-0.050841898
0.036557,0,-0.050801492
0.036558,0,-0.050761432
0.036559,0,-0.050721717
0.03656,0,-0.050682347
0.036561,0,-0.050643323
0.036562,0,-0.050604643
0.036563,0,-0.050566307
0.036564,0,-0.050528316
0.036565,0,-0.050490669
0.036566,0,-0.050453366
0.036567,0,-0.050416407
0.036568,0,-0.050379791
0.036569,0,-0.050343518
0.03657,0,-0.050307588
0.036571,0,-0.050272
0.036572,0,-0.050236756
0.036573,0,-0.050201853
0.036574,0,-0.050167293
0.036575,0,-0.050133074
0.036576,0,-0.050099197
0.036577,0,-0.050065662
0.036578,0,-0.050032468
0.036579,0,-0.049999614
0.03658,0,-0.049967101
0.036581,0,-0.049934929
0.036582,0,-0.049903097
0.036583,0,-0.049871606
0.036584,0,-0.049840454
0.036585,0,-0.049809641
0.036586,0,-0.049779168
0.036587,0,-0.049749035
0.036588,0,-0.04971924
0.036589,0,-0.049689784
0.03659,0,-0.049660666
0.036591,0,-0.049631887
0.036592,0,-0.049603446
0.036593,0,-0.049575342
0.036594,0,-0.049547576
0.036595,0,-0.049520148
0.036596,0,-0.049493057
0.036597,0,-0.049466303
0.036598,0,-0.049439885
0.036599,0,-0.049413804
0.0366,0,-0.04938806
0.036601,0,-0.049362651
0.036602,0,-0.049337578
0.036603,0,-0.049312841
0.036604,0,-0.04928844
0.036605,0,-0.049264373
0.036606,0,-0.049240642
0.036607,0,-0.049217245
0.036608,0,-0.049194183
0.036609,0,-0.049171455
0.03661,0,-0.049149061
0.036611,0,-0.049127001
0.036612,0,-0.049105275
0.036613,0,-0.049083882
0.036614,0,-0.049062823
0.036615,0,-0.049042096
0.036616,0,-0.049021702
0.036617,0,-0.049001641
0.036618,0,-0.048981912
0.036619,0,-0.048962516
0.03662,0,-0.048943451
0.036621,0,-0.048924718
0.036622,0,-0.048906316
0.036623,0,-0.048888246
0.036624,0,-0.048870506
0.036625,0,-0.048853098
0.036626,0,-0.04883602
0.036627,0,-0.048819272
0.036628,0,-0.048802855
0.036629,0,-0.048786768
0.03663,0,-0.04877101
0.036631,0,-0.048755582
0.036632,0,-0.048740483
0.036633,0,-0.048725713
0.036634,0,-0.048711272
0.036635,0,-0.04869716
0.036636,0,-0.048683376
0.036637,0,-0.04866992
0.036638,0,-0.048656793
0.036639,0,-0.048643993
0.03664,0,-0.04863152
0.036641,0,-0.048619375
0.036642,0,-0.048607558
0.036643,0,-0.048596067
0.036644,0,-0.049047543
0.036645,0,-0.04948538
0.036646,0,-0.049909584
0.036647,0,-0.05032016
0.036648,0,-0.050282106
0.036649,0,-0.050244395
0.03665,0,-0.01196732
0.036651,0,0.026289885
0.036652,0,0.02588693
0.036653,0,-0.012331451
0.036654,0,-0.012304524
0.036655,0,-0.012277939
0.036656,0,-0.012251696
0.036657,0,-0.012225794
0.036658,0,-0.012200233
0.036659,0,-0.012175013
0.03666,0,-0.012150134
0.036661,0,-0.012125596
0.036662,0,-0.012101397
0.036663,0,-0.012077539
0.036664,0,-0.012054021
0.036665,0,-0.012030843
0.036666,0,-0.012008004
0.036667,0,-0.011985504
0.036668,0,-0.011963343
0.036669,0,-0.011941521
0.03667,0,-0.011920037
0.036671,0,-0.011898892
0.036672,0,-0.011878085
0.036673,0,-0.011857615
0.036674,0,-0.011837484
0.036675,0,-0.01181769
0.036676,0,-0.011798233
0.036677,0,-0.011779113
0.036678,0,-0.01176033
0.036679,0,-0.011741883
0.03668,0,-0.011723773
0.036681,0,-0.011705998
0.036682,0,-0.01168856
0.036683,0,-0.011671457
0.036684,0,-0.01165469
0.036685,0,-0.011638258
0.036686,0,-0.011622161
0.036687,0,-0.011606399
0.036688,0,-0.011590971
0.036689,0,-0.011575878
0.03669,0,-0.011561119
0.036691,0,-0.011546693
0.036692,0,-0.011532602
0.036693,0,-0.011518843
0.036694,0,-0.011505418
0.036695,0,-0.011492326
0.036696,0,-0.011479567
0.036697,0,-0.011467141
0.036698,0,-0.011455046
0.036699,0,-0.011443284
0.0367,0,-0.011431854
0.036701,0,-0.011420756
0.036702,0,-0.011409989
0.036703,0,-0.011399553
0.036704,0,-0.011389448
0.036705,0,-0.011379674
0.036706,0,-0.011370231
0.036707,0,-0.011361118
0.036708,0,-0.011352336
0.036709,0,-0.011343883
0.03671,0,-0.01133576
0.036711,0,-0.011327966
0.036712,0,-0.011320502
0.036713,0,-0.011313367
0.036714,0,-0.01130656
0.036715,0,-0.011300083
0.036716,0,-0.011293933
0.036717,0,-0.011288112
0.036718,0,-0.011282619
0.036719,0,-0.011277454
0.03672,0,-0.011272616
0.036721,0,-0.011268106
0.036722,0,-0.011263922
0.036723,0,-0.011260066
0.036724,0,-0.011256536
0.036725,0,-0.011253333
0.036726,0,-0.011250456
0.036727,0,-0.011247904
0.036728,0,-0.011245679
0.036729,0,-0.01124378
0.03673,0,-0.011242205
0.036731,0,-0.011240956
0.036732,0,-0.011240032
0.036733,0,-0.011239433
0.036734,0,-0.011239158
0.036735,0,-0.011239207
0.036736,0,-0.01123958
0.036737,0,-0.011240278
0.036738,0,-0.011241299
0.036739,0,-0.011242643
0.03674,0,-0.011244311
0.036741,0,-0.011246301
0.036742,0,-0.011248614
0.036743,0,-0.01125125
0.036744,0,0.026890201
0.036745,0,0.027112674
0.036746,0,-0.010802693
0.036747,0,-0.048698788
0.036748,0,-0.010515185
0.036749,0,0.02766221
0.03675,0,0.027938039
0.036751,0,-0.009941088
0.036752,0,-0.047800952
0.036753,0,-0.009871795
0.036754,0,0.02803741
0.036755,0,0.028048777
0.036756,0,0.028059808
0.036757,0,0.028070501
0.036758,0,0.028080858
0.036759,0,0.028090878
0.03676,0,0.028100563
0.036761,0,0.028109911
0.036762,0,0.028118924
0.036763,0,0.028127601
0.036764,0,0.028135943
0.036765,0,0.02814395
0.036766,0,0.028151623
0.036767,0,0.028158961
0.036768,0,0.028165964
0.036769,0,0.028172633
0.03677,0,0.028178969
0.036771,0,0.028184971
0.036772,0,0.028190639
0.036773,0,0.028195974
0.036774,0,0.028200976
0.036775,0,0.028205645
0.036776,0,0.028209982
0.036777,0,0.028213986
0.036778,0,0.028217658
0.036779,0,0.028220999
0.03678,0,0.028224007
0.036781,0,0.028226685
0.036782,0,0.02822903
0.036783,0,0.028231045
0.036784,0,0.028232729
0.036785,0,0.028234083
0.036786,0,0.028235106
0.036787,0,0.028235799
0.036788,0,0.028236162
0.036789,0,0.028236195
0.03679,0,0.028235899
0.036791,0,0.028235274
0.036792,0,0.028234319
0.036793,0,0.028233036
0.036794,0,0.028231424
0.036795,0,0.028229484
0.036796,0,0.028227215
0.036797,0,0.028224619
0.036798,0,0.028221695
0.036799,0,0.028218443
0.0368,0,0.028214864
0.036801,0,0.028210958
0.036802,0,0.028206725
0.036803,0,0.028202165
0.036804,0,0.028197279
0.036805,0,0.028192067
0.036806,0,0.028186529
0.036807,0,0.028180665
0.036808,0,0.028174476
0.036809,0,0.028167961
0.03681,0,0.028161121
0.036811,0,0.028153956
0.036812,0,0.028146466
0.036813,0,0.028138652
0.036814,0,0.028130514
0.036815,0,0.028122052
0.036816,0,0.028113266
0.036817,0,0.028104156
0.036818,0,0.028094723
0.036819,0,0.028084967
0.03682,0,0.028074887
0.036821,0,0.028064485
0.036822,0,0.028053761
0.036823,0,0.028042714
0.036824,0,0.028031345
0.036825,0,0.028019655
0.036826,0,0.028007642
0.036827,0,0.027995308
0.036828,0,0.027982653
0.036829,0,0.027969677
0.03683,0,0.027956381
0.036831,0,0.027942763
0.036832,0,0.027928826
0.036833,0,0.027914568
0.036834,0,0.02789999
0.036835,0,0.027885092
0.036836,0,0.027869875
0.036837,0,0.027854339
0.036838,0,0.027838484
0.036839,0,0.027822309
0.03684,0,0.027805817
0.036841,0,0.027789005
0.036842,0,0.027771876
0.036843,0,0.028666361
0.036844,0,0.029574034
0.036845,0,0.030494889
0.036846,0,0.03049627
0.036847,0,0.030497319
0.036848,0,0.030498038
0.036849,0,0.031451796
0.03685,0,0.032418717
0.036851,0,-0.005106433
0.036852,0,-0.043586339
0.036853,0,-0.044529531
0.036854,0,-0.005983467
0.036855,0,-0.005962436
0.036856,0,-0.005941745
0.036857,0,-0.005921392
0.036858,0,-0.005901377
0.036859,0,-0.005881701
0.03686,0,-0.005862363
0.036861,0,-0.005843362
0.036862,0,-0.005824699
0.036863,0,-0.005806373
0.036864,0,-0.005788384
0.036865,0,-0.005770732
0.036866,0,-0.005753417
0.036867,0,-0.005736438
0.036868,0,-0.005719795
0.036869,0,-0.005703488
0.03687,0,-0.005687517
0.036871,0,-0.005671881
0.036872,0,-0.005656581
0.036873,0,-0.005641615
0.036874,0,-0.005626985
0.036875,0,-0.005612689
0.036876,0,-0.005598727
0.036877,0,-0.0055851
0.036878,0,-0.005571807
0.036879,0,-0.005558847
0.03688,0,-0.005546221
0.036881,0,-0.005533928
0.036882,0,-0.005521968
0.036883,0,-0.005510341
0.036884,0,-0.005499047
0.036885,0,-0.005488085
0.036886,0,-0.005477455
0.036887,0,-0.005467158
0.036888,0,-0.005457192
0.036889,0,-0.005447557
0.03689,0,-0.005438254
0.036891,0,-0.005429282
0.036892,0,-0.005420641
0.036893,0,-0.00541233
0.036894,0,-0.00540435
0.036895,0,-0.0053967
0.036896,0,-0.005389381
0.036897,0,-0.005382391
0.036898,0,-0.00537573
0.036899,0,-0.005369399
0.0369,0,-0.005363397
0.036901,0,-0.005357724
0.036902,0,-0.005352379
0.036903,0,-0.005347363
0.036904,0,-0.005342675
0.036905,0,-0.005338316
0.036906,0,-0.005334284
0.036907,0,-0.00533058
0.036908,0,-0.005327203
0.036909,0,-0.005324153
0.03691,0,-0.00532143
0.036911,0,-0.005319034
0.036912,0,-0.005316964
0.036913,0,-0.005315221
0.036914,0,-0.005313804
0.036915,0,-0.005312713
0.036916,0,-0.005311947
0.036917,0,-0.005311507
0.036918,0,-0.005311391
0.036919,0,-0.005311601
0.03692,0,-0.005312136
0.036921,0,-0.005312995
0.036922,0,-0.005314179
0.036923,0,-0.005315687
0.036924,0,-0.005317518
0.036925,0,-0.005319674
0.036926,0,-0.005322152
0.036927,0,-0.005324954
0.036928,0,-0.00532808
0.036929,0,-0.005331527
0.03693,0,-0.005335298
0.036931,0,-0.005339391
0.036932,0,-0.005343806
0.036933,0,-0.005348543
0.036934,0,-0.005353602
0.036935,0,-0.005358982
0.036936,0,-0.005364684
0.036937,0,-0.005370707
0.036938,0,-0.005377051
0.036939,0,-0.005383715
0.03694,0,-0.0053907
0.036941,0,-0.005398005
0.036942,0,-0.00540563
0.036943,0,-0.005413575
0.036944,0,-0.003812518
0.036945,0,-0.002198512
0.036946,0,-0.000571564
0.036947,0,0.00106832
0.036948,0,0.001084198
0.036949,0,0.001099739
0.03695,0,0.001114945
0.036951,0,0.002787457
0.036952,0,0.004472885
0.036953,0,0.004499774
0.036954,0,0.004526318
0.036955,0,0.004552519
0.036956,0,0.004578375
0.036957,0,0.004603889
0.036958,0,0.004629059
0.036959,0,0.004653886
0.03696,0,0.00467837
0.036961,0,0.004702512
0.036962,0,0.004726311
0.036963,0,0.004749769
0.036964,0,0.004772884
0.036965,0,0.004795658
0.036966,0,0.00481809
0.036967,0,0.004840181
0.036968,0,0.004861931
0.036969,0,0.00488334
0.03697,0,0.004904409
0.036971,0,0.004925137
0.036972,0,0.004945526
0.036973,0,0.004965574
0.036974,0,0.004985283
0.036975,0,0.005004652
0.036976,0,0.005023682
0.036977,0,0.005042373
0.036978,0,0.005060726
0.036979,0,0.005078739
0.03698,0,0.005096415
0.036981,0,0.005113752
0.036982,0,0.005130752
0.036983,0,0.005147414
0.036984,0,0.005163738
0.036985,0,0.005179725
0.036986,0,0.005195376
0.036987,0,0.005210689
0.036988,0,0.005225666
0.036989,0,0.005240307
0.03699,0,0.005254611
0.036991,0,0.00526858
0.036992,0,0.005282213
0.036993,0,0.00529551
0.036994,0,0.005308473
0.036995,0,0.0053211
0.036996,0,0.005333393
0.036997,0,0.005345351
0.036998,0,0.005356975
0.036999,0,0.005368264
0.037,0,0.00537922
0.037001,0,0.005389842
0.037002,0,0.005400131
0.037003,0,0.005410086
0.037004,0,0.005419709
0.037005,0,0.005428998
0.037006,0,0.005437955
0.037007,0,0.00544658
0.037008,0,0.005454873
0.037009,0,0.005462833
0.03701,0,0.005470462
0.037011,0,0.00547776
0.037012,0,0.005484726
0.037013,0,0.005491362
0.037014,0,0.005497666
0.037015,0,0.00550364
0.037016,0,0.005509284
0.037017,0,0.005514597
0.037018,0,0.005519581
0.037019,0,0.005524235
0.03702,0,0.005528559
0.037021,0,0.005532554
0.037022,0,0.00553622
0.037023,0,0.005539557
0.037024,0,0.005542566
0.037025,0,0.005545246
0.037026,0,0.005547598
0.037027,0,0.005549622
0.037028,0,0.005551319
0.037029,0,0.005552687
0.03703,0,0.005553729
0.037031,0,0.005554443
0.037032,0,0.005554831
0.037033,0,0.005554892
0.037034,0,0.005554626
0.037035,0,0.005554035
0.037036,0,0.005553117
0.037037,0,0.005551873
0.037038,0,0.005550304
0.037039,0,0.00554841
0.03704,0,0.00554619
0.037041,0,0.005543646
0.037042,0,0.005540777
0.037043,0,0.005537583
0.037044,0,0.005534065
0.037045,0,0.005530223
0.037046,0,0.007839263
0.037047,0,0.010161002
0.037048,0,0.012495435
0.037049,0,0.014842555
0.03705,0,0.014861558
0.037051,0,-0.024270101
0.037052,0,-0.063395319
0.037053,0,-0.024200939
0.037054,0,0.014986312
0.037055,0,0.015003603
0.037056,0,0.015020554
0.037057,0,0.015037166
0.037058,0,0.01505344
0.037059,0,0.015069375
0.03706,0,0.015084971
0.037061,0,0.01510023
0.037062,0,0.015115151
0.037063,0,0.015129734
0.037064,0,0.01514398
0.037065,0,0.015157888
0.037066,0,0.01517146
0.037067,0,0.015184695
0.037068,0,0.015197593
0.037069,0,0.015210156
0.03707,0,0.015222382
0.037071,0,0.015234272
0.037072,0,0.015245826
0.037073,0,0.015257046
0.037074,0,0.01526793
0.037075,0,0.015278479
0.037076,0,0.015288693
0.037077,0,0.015298573
0.037078,0,0.015308118
0.037079,0,0.01531733
0.03708,0,0.015326207
0.037081,0,0.015334751
0.037082,0,0.015342962
0.037083,0,0.015350839
0.037084,0,0.015358384
0.037085,0,0.015365595
0.037086,0,0.015372474
0.037087,0,0.015379021
0.037088,0,0.015385236
0.037089,0,0.015391119
0.03709,0,0.01539667
0.037091,0,0.01540189
0.037092,0,0.015406779
0.037093,0,0.015411336
0.037094,0,0.015415563
0.037095,0,0.015419459
0.037096,0,0.015423026
0.037097,0,0.015426261
0.037098,0,0.015429167
0.037099,0,0.015431744
0.0371,0,0.015433991
0.037101,0,0.015435908
0.037102,0,0.015437497
0.037103,0,0.015438757
0.037104,0,0.015439688
0.037105,0,0.015440291
0.037106,0,0.015440566
0.037107,0,0.015440513
0.037108,0,0.015440132
0.037109,0,0.015439424
0.03711,0,0.015438388
0.037111,0,0.015437026
0.037112,0,0.015435336
0.037113,0,0.01543332
0.037114,0,0.015430978
0.037115,0,0.015428309
0.037116,0,0.015425315
0.037117,0,0.015421994
0.037118,0,0.015418349
0.037119,0,0.015414378
0.03712,0,0.015410081
0.037121,0,0.01540546
0.037122,0,0.015400515
0.037123,0,0.015395245
0.037124,0,0.01538965
0.037125,0,0.015383732
0.037126,0,0.01537749
0.037127,0,0.015370924
0.037128,0,0.015364035
0.037129,0,0.015356823
0.03713,0,0.015349288
0.037131,0,0.01534143
0.037132,0,0.01533325
0.037133,0,0.015324747
0.037134,0,0.015315922
0.037135,0,0.015306776
0.037136,0,0.015297308
0.037137,0,0.015287518
0.037138,0,0.015277408
0.037139,0,0.015266976
0.03714,0,0.015256224
0.037141,0,0.015245151
0.037142,0,0.015233758
0.037143,0,0.015222044
0.037144,0,-0.021238193
0.037145,0,-0.057678906
0.037146,0,-0.054656894
0.037147,0,-0.015185791
0.037148,0,0.024277911
0.037149,0,0.063734211
0.03715,0,0.027302691
0.037151,0,-0.009109312
0.037152,0,-0.045501804
0.037153,0,-0.0454613
0.037154,0,-0.009011515
0.037155,0,-0.008987689
0.037156,0,-0.008964204
0.037157,0,-0.008941059
0.037158,0,-0.008918254
0.037159,0,-0.008895788
0.03716,0,-0.008873662
0.037161,0,-0.008851875
0.037162,0,-0.008830426
0.037163,0,-0.008809317
0.037164,0,-0.008788546
0.037165,0,-0.008768113
0.037166,0,-0.008748019
0.037167,0,-0.008728262
0.037168,0,-0.008708843
0.037169,0,-0.008689761
0.03717,0,-0.008671016
0.037171,0,-0.008652609
0.037172,0,-0.008634538
0.037173,0,-0.008616803
0.037174,0,-0.008599405
0.037175,0,-0.008582343
0.037176,0,-0.008565617
0.037177,0,-0.008549226
0.037178,0,-0.008533171
0.037179,0,-0.008517451
0.03718,0,-0.008502065
0.037181,0,-0.008487015
0.037182,0,-0.008472299
0.037183,0,-0.008457917
0.037184,0,-0.00844387
0.037185,0,-0.008430156
0.037186,0,-0.008416776
0.037187,0,-0.008403729
0.037188,0,-0.008391016
0.037189,0,-0.008378635
0.03719,0,-0.008366588
0.037191,0,-0.008354872
0.037192,0,-0.008343489
0.037193,0,-0.008332439
0.037194,0,-0.00832172
0.037195,0,-0.008311332
0.037196,0,-0.008301276
0.037197,0,-0.008291552
0.037198,0,-0.008282158
0.037199,0,-0.008273095
0.0372,0,-0.008264363
0.037201,0,-0.00825596
0.037202,0,-0.008247889
0.037203,0,-0.008240146
0.037204,0,-0.008232734
0.037205,0,-0.008225651
0.037206,0,-0.008218897
0.037207,0,-0.008212473
0.037208,0,-0.008206377
0.037209,0,-0.00820061
0.03721,0,-0.008195171
0.037211,0,-0.00819006
0.037212,0,-0.008185277
0.037213,0,-0.008180822
0.037214,0,-0.008176695
0.037215,0,-0.008172894
0.037216,0,-0.008169421
0.037217,0,-0.008166274
0.037218,0,-0.008163455
0.037219,0,-0.008160961
0.03722,0,-0.008158794
0.037221,0,-0.008156953
0.037222,0,-0.008155437
0.037223,0,-0.008154247
0.037224,0,-0.008153383
0.037225,0,-0.008152843
0.037226,0,-0.008152629
0.037227,0,-0.008152739
0.037228,0,-0.008153173
0.037229,0,-0.008153932
0.03723,0,-0.008155015
0.037231,0,-0.008156422
0.037232,0,-0.008158152
0.037233,0,-0.008160205
0.037234,0,-0.008162582
0.037235,0,-0.008165282
0.037236,0,-0.008168304
0.037237,0,-0.008171649
0.037238,0,-0.008175316
0.037239,0,-0.008179306
0.03724,0,-0.008183617
0.037241,0,-0.00818825
0.037242,0,-0.008193204
0.037243,0,-0.00819848
0.037244,0,-0.004526368
0.037245,0,-0.000842037
0.037246,0,0.002854507
0.037247,0,0.002864898
0.037248,0,0.002874957
0.037249,0,0.006596807
0.03725,0,0.010330853
0.037251,0,0.014077087
0.037252,0,-0.025656877
0.037253,0,-0.029360927
0.037254,0,-0.03307784
0.037255,0,-0.033054189
0.037256,0,-0.033030874
0.037257,0,-0.033007896
0.037258,0,-0.032985254
0.037259,0,-0.032962949
0.03726,0,-0.03294098
0.037261,0,-0.032919346
0.037262,0,-0.032898048
0.037263,0,-0.032877086
0.037264,0,-0.032856458
0.037265,0,-0.032836166
0.037266,0,-0.032816208
0.037267,0,-0.032796585
0.037268,0,-0.032777295
0.037269,0,-0.03275834
0.03727,0,-0.032739719
0.037271,0,-0.032721432
0.037272,0,-0.032703477
0.037273,0,-0.032685856
0.037274,0,-0.032668568
0.037275,0,-0.032651613
0.037276,0,-0.03263499
0.037277,0,-0.032618699
0.037278,0,-0.03260274
0.037279,0,-0.032587114
0.03728,0,-0.032571818
0.037281,0,-0.032556855
0.037282,0,-0.032542222
0.037283,0,-0.032527921
0.037284,0,-0.03251395
0.037285,0,-0.032500309
0.037286,0,-0.032486999
0.037287,0,-0.032474019
0.037288,0,-0.032461369
0.037289,0,-0.032449049
0.03729,0,-0.032437058
0.037291,0,-0.032425396
0.037292,0,-0.032414064
0.037293,0,-0.03240306
0.037294,0,-0.032392385
0.037295,0,-0.032382038
0.037296,0,-0.032372019
0.037297,0,-0.032362328
0.037298,0,-0.032352965
0.037299,0,-0.032343929
0.0373,0,-0.03233522
0.037301,0,-0.032326839
0.037302,0,-0.032318784
0.037303,0,-0.032311056
0.037304,0,-0.032303655
0.037305,0,-0.032296579
0.037306,0,-0.03228983
0.037307,0,-0.032283406
0.037308,0,-0.032277308
0.037309,0,-0.032271535
0.03731,0,-0.032266088
0.037311,0,-0.032260965
0.037312,0,-0.032256167
0.037313,0,-0.032251693
0.037314,0,-0.032247543
0.037315,0,-0.032243718
0.037316,0,-0.032240216
0.037317,0,-0.032237038
0.037318,0,-0.032234184
0.037319,0,-0.032231652
0.03732,0,-0.032229444
0.037321,0,-0.032227558
0.037322,0,-0.032225994
0.037323,0,-0.032224753
0.037324,0,-0.032223834
0.037325,0,-0.032223237
0.037326,0,-0.032222962
0.037327,0,-0.032223008
0.037328,0,-0.032223375
0.037329,0,-0.032224064
0.03733,0,-0.032225073
0.037331,0,-0.032226403
0.037332,0,-0.032228053
0.037333,0,-0.032230023
0.037334,0,-0.032232313
0.037335,0,-0.032234923
0.037336,0,-0.032237853
0.037337,0,-0.032241101
0.037338,0,-0.032244669
0.037339,0,-0.032248556
0.03734,0,-0.032252761
0.037341,0,-0.032257285
0.037342,0,0.007757446
0.037343,0,0.012100505
0.037344,0,-0.023569719
0.037345,0,-0.059220325
0.037346,0,-0.054820378
0.037347,0,-0.014760892
0.037348,0,0.025290603
0.037349,0,0.029694593
0.03735,0,-0.005931765
0.037351,0,-0.041538518
0.037352,0,-0.005870868
0.037353,0,0.029776495
0.037354,0,0.029784253
0.037355,0,0.029791676
0.037356,0,0.029798764
0.037357,0,0.029805517
0.037358,0,0.029811937
0.037359,0,0.029818023
0.03736,0,0.029823774
0.037361,0,0.029829193
0.037362,0,0.029834278
0.037363,0,0.02983903
0.037364,0,0.029843449
0.037365,0,0.029847535
0.037366,0,0.029851289
0.037367,0,0.029854711
0.037368,0,0.029857801
0.037369,0,0.02986056
0.03737,0,0.029862986
0.037371,0,0.029865082
0.037372,0,0.029866846
0.037373,0,0.029868279
0.037374,0,0.029869382
0.037375,0,0.029870155
0.037376,0,0.029870597
0.037377,0,0.029870709
0.037378,0,0.029870492
0.037379,0,0.029869945
0.03738,0,0.029869068
0.037381,0,0.029867863
0.037382,0,0.029866328
0.037383,0,0.029864465
0.037384,0,0.029862274
0.037385,0,0.029859754
0.037386,0,0.029856906
0.037387,0,0.029853731
0.037388,0,0.029850228
0.037389,0,0.029846397
0.03739,0,0.02984224
0.037391,0,0.029837755
0.037392,0,0.029832944
0.037393,0,0.029827807
0.037394,0,0.029822343
0.037395,0,0.029816553
0.037396,0,0.029810437
0.037397,0,0.029803996
0.037398,0,0.029797229
0.037399,0,0.029790137
0.0374,0,0.02978272
0.037401,0,0.029774979
0.037402,0,0.029766912
0.037403,0,0.029758522
0.037404,0,0.029749807
0.037405,0,0.029740769
0.037406,0,0.029731407
0.037407,0,0.029721722
0.037408,0,0.029711713
