时间,指令,实际
0.005031,3,0.041192924
0.005032,3,0.041211365
0.005033,3,0.04122981
0.005034,3,0.04124826
0.005035,3,0.041266713
0.005036,3,0.041285171
0.005037,3,0.041303633
0.005038,3,0.041322099
0.005039,3,0.041340569
0.00504,3,0.041359044
0.005041,3,0.041377522
0.005042,3,0.041396005
0.005043,3,0.041414492
0.005044,3,0.041432983
0.005045,3,0.041451479
0.005046,3,0.041469978
0.005047,3,0.041488482
0.005048,3,0.04150699
0.005049,3,0.041525502
0.00505,3,0.041544018
0.005051,3,0.041562539
0.005052,3,0.041581064
0.005053,3,0.041599593
0.005054,3,0.041618126
0.005055,3,0.041636663
0.005056,3,0.041655204
0.005057,3,0.04167375
0.005058,3,0.0416923
0.005059,3,0.041710854
0.00506,3,0.041729412
0.005061,3,0.041747975
0.005062,3,0.041766541
0.005063,3,0.041785112
0.005064,3,0.041803687
0.005065,3,0.041822266
0.005066,3,0.04184085
0.005067,3,0.041859437
0.005068,3,0.041878029
0.005069,3,0.041896625
0.00507,3,0.041915225
0.005071,3,0.041933829
0.005072,3,0.041952437
0.005073,3,0.04197105
0.005074,3,0.041989666
0.005075,3,0.042008287
0.005076,3,0.042026912
0.005077,3,0.042045541
0.005078,3,0.042064175
0.005079,3,0.042082812
0.00508,3,0.042101454
0.005081,3,0.0421201
0.005082,3,0.04213875
0.005083,3,0.042157404
0.005084,3,0.042176062
0.005085,3,0.042194725
0.005086,3,0.042213391
0.005087,3,0.042232062
0.005088,3,0.042250737
0.005089,3,0.042269416
0.00509,3,0.042288099
0.005091,3,0.042306786
0.005092,3,0.042325478
0.005093,3,0.042344173
0.005094,3,0.042362873
0.005095,3,0.042381577
0.005096,3,0.042400285
0.005097,3,0.042418997
0.005098,3,0.042437713
0.005099,3,0.042456433
0.0051,3,0.042475158
0.005101,3,0.042493886
0.005102,3,0.042512619
0.005103,3,0.042531356
0.005104,3,0.042550097
0.005105,3,0.042568842
0.005106,3,0.042587591
0.005107,3,0.042606345
0.005108,3,0.042625102
0.005109,3,0.042643864
0.00511,3,0.042662629
0.005111,3,0.042681399
0.005112,3,0.042700173
0.005113,3,0.042718951
0.005114,3,0.042737733
0.005115,3,0.042756519
0.005116,3,0.04277531
0.005117,3,0.042794104
0.005118,3,0.042812903
0.005119,3,0.042831705
0.00512,3,0.042850512
0.005121,3,0.042869323
0.005122,3,0.042888138
0.005123,3,0.042906957
0.005124,3,0.042925781
0.005125,3,0.042944608
0.005126,3,0.04296344
0.005127,3,0.042982275
0.005128,3,0.043001115
0.005129,3,0.043019959
0.00513,3,0.043038807
0.005131,3,0.043057659
0.005132,3,0.043076516
0.005133,3,0.043095376
0.005134,3,0.043114241
0.005135,3,0.04313311
0.005136,3,0.043151983
0.005137,3,0.04317086
0.005138,3,0.043189741
0.005139,3,0.043208627
0.00514,3,0.043227516
0.005141,3,0.04324641
0.005142,3,0.043265308
0.005143,3,0.04328421
0.005144,3,0.043303117
0.005145,3,0.043322027
0.005146,3,0.043340942
0.005147,3,0.043359861
0.005148,3,0.043378784
0.005149,3,0.043397711
0.00515,3,0.043416643
0.005151,3,0.043435578
0.005152,3,0.043454518
0.005153,3,0.043473462
0.005154,3,0.043492411
0.005155,3,0.043511363
0.005156,3,0.04353032
0.005157,3,0.043549281
0.005158,3,0.043568246
0.005159,3,0.043587215
0.00516,3,0.043606188
0.005161,3,0.043625166
0.005162,3,0.043644148
0.005163,3,0.043663134
0.005164,3,0.043682124
0.005165,3,0.043701118
0.005166,3,0.043720117
0.005167,3,0.043739119
0.005168,3,0.043758126
0.005169,3,0.043777137
0.00517,3,0.043796153
0.005171,3,0.043815172
0.005172,3,0.043834196
0.005173,3,0.043853224
0.005174,3,0.043872256
0.005175,3,0.043891292
0.005176,3,0.043910332
0.005177,3,0.043929376
0.005178,3,0.043948425
0.005179,3,0.043967478
0.00518,3,0.043986535
0.005181,3,0.044005596
0.005182,3,0.044024661
0.005183,3,0.044043731
0.005184,3,0.044062804
0.005185,3,0.044081882
0.005186,3,0.044100964
0.005187,3,0.04412005
0.005188,3,0.04413914
0.005189,3,0.044158235
0.00519,3,0.044177333
0.005191,3,0.044196436
0.005192,3,0.044215543
0.005193,3,0.044234654
0.005194,3,0.044253769
0.005195,3,0.044272888
0.005196,3,0.044292012
0.005197,3,0.044311139
0.005198,3,0.044330271
0.005199,3,0.044349407
0.0052,3,0.044368547
0.005201,3,0.044387691
0.005202,3,0.044406839
0.005203,3,0.044425991
0.005204,3,0.044445148
0.005205,3,0.044464308
0.005206,3,0.044483473
0.005207,3,0.044502642
0.005208,3,0.044521815
0.005209,3,0.044540992
0.00521,3,0.044560173
0.005211,3,0.044579359
0.005212,3,0.044598548
0.005213,3,0.044617742
0.005214,3,0.044636939
0.005215,3,0.044656141
0.005216,3,0.044675347
0.005217,3,0.044694557
0.005218,3,0.044713771
0.005219,3,0.04473299
0.00522,3,0.044752212
0.005221,3,0.044771439
0.005222,3,0.044790669
0.005223,3,0.044809904
0.005224,3,0.044829143
0.005225,3,0.044848386
0.005226,3,0.044867633
0.005227,3,0.044886885
0.005228,3,0.04490614
0.005229,3,0.0449254
0.00523,3,0.044944664
0.005231,3,0.044963932
0.005232,3,0.044983204
0.005233,3,0.045002481
0.005234,3,0.045021761
0.005235,3,0.045041046
0.005236,3,0.045060335
0.005237,3,0.045079628
0.005238,3,0.045098925
0.005239,3,0.045118226
0.00524,3,0.045137532
0.005241,3,0.045156842
0.005242,3,0.045176156
0.005243,3,0.045195474
0.005244,3,0.045214796
0.005245,3,0.045234123
0.005246,3,0.045253453
0.005247,3,0.045272788
0.005248,3,0.045292127
0.005249,3,0.045311471
0.00525,3,0.045330818
0.005251,3,0.04535017
0.005252,3,0.045369525
0.005253,3,0.045388885
0.005254,3,0.04540825
0.005255,3,0.045427618
0.005256,3,0.045446991
0.005257,3,0.045466368
0.005258,3,0.045485749
0.005259,3,0.045505134
0.00526,3,0.045524523
0.005261,3,0.045543917
0.005262,3,0.045563314
0.005263,3,0.045582716
0.005264,3,0.045602123
0.005265,3,0.045621533
0.005266,3,0.045640947
0.005267,3,0.045660366
0.005268,3,0.045679789
0.005269,3,0.045699216
0.00527,3,0.045718647
0.005271,3,0.045738082
0.005272,3,0.045757522
0.005273,3,0.045776966
0.005274,3,0.045796414
0.005275,3,0.045815866
0.005276,3,0.045835322
0.005277,3,0.045854782
0.005278,3,0.045874247
0.005279,3,0.045893715
0.00528,3,0.045913188
0.005281,3,0.045932665
0.005282,3,0.045952147
0.005283,3,0.045971632
0.005284,3,0.045991121
0.005285,3,0.046010615
0.005286,3,0.046030113
0.005287,3,0.046049615
0.005288,3,0.046069121
0.005289,3,0.046088631
0.00529,3,0.046108146
0.005291,3,0.046127664
0.005292,3,0.046147187
0.005293,3,0.046166714
0.005294,3,0.046186245
0.005295,3,0.04620578
0.005296,3,0.046225319
0.005297,3,0.046244862
0.005298,3,0.04626441
0.005299,3,0.046283961
0.0053,3,0.046303517
0.005301,3,0.046323077
0.005302,3,0.046342641
0.005303,3,0.046362209
0.005304,3,0.046381782
0.005305,3,0.046401358
0.005306,3,0.046420939
0.005307,3,0.046440523
0.005308,3,0.046460112
0.005309,3,0.046479705
0.00531,3,0.046499302
0.005311,3,0.046518903
0.005312,3,0.046538508
0.005313,3,0.046558118
0.005314,3,0.046577731
0.005315,3,0.046597349
0.005316,3,0.04661697
0.005317,3,0.046636596
0.005318,3,0.046656226
0.005319,3,0.04667586
0.00532,3,0.046695498
0.005321,3,0.046715141
0.005322,3,0.046734787
0.005323,3,0.046754438
0.005324,3,0.046774092
0.005325,3,0.046793751
0.005326,3,0.046813414
0.005327,3,0.046833081
0.005328,3,0.046852752
0.005329,3,0.046872428
0.00533,3,0.046892107
0.005331,3,0.046911791
0.005332,3,0.046931478
0.005333,3,0.04695117
0.005334,3,0.046970866
0.005335,3,0.046990567
0.005336,3,0.047010271
0.005337,3,0.04702998
0.005338,3,0.047049692
0.005339,3,0.047069409
0.00534,3,0.04708913
0.005341,3,0.047108855
0.005342,3,0.047128585
0.005343,3,0.047148318
0.005344,3,0.047168056
0.005345,3,0.047187798
0.005346,3,0.047207544
0.005347,3,0.047227294
0.005348,3,0.047247049
0.005349,3,0.047266807
0.00535,3,0.04728657
0.005351,3,0.047306337
0.005352,3,0.047326109
0.005353,3,0.047345884
0.005354,3,0.047365664
0.005355,3,0.047385447
0.005356,3,0.047405235
0.005357,3,0.047425028
0.005358,3,0.047444824
0.005359,3,0.047464625
0.00536,3,0.047484429
0.005361,3,0.047504238
0.005362,3,0.047524051
0.005363,3,0.047543869
0.005364,3,0.04756369
0.005365,3,0.047583516
0.005366,3,0.047603346
0.005367,3,0.04762318
0.005368,3,0.047643018
0.005369,3,0.04766286
0.00537,3,0.047682707
0.005371,3,0.047702557
0.005372,3,0.047722412
0.005373,3,0.047742271
0.005374,3,0.047762135
0.005375,3,0.047782002
0.005376,3,0.047801874
0.005377,3,0.047821749
0.005378,3,0.047841629
0.005379,3,0.047861513
0.00538,3,0.047881401
0.005381,3,0.047901294
0.005382,3,0.04792119
0.005383,3,0.047941091
0.005384,3,0.047960996
0.005385,3,0.047980904
0.005386,3,0.048000818
0.005387,3,0.048020735
0.005388,3,0.048040656
0.005389,3,0.048060582
0.00539,3,0.048080511
0.005391,3,0.048100445
0.005392,3,0.048120383
0.005393,3,0.048140325
0.005394,3,0.048160271
0.005395,3,0.048180222
0.005396,3,0.048200176
0.005397,3,0.048220135
0.005398,3,0.048240098
0.005399,3,0.048260065
0.0054,3,0.048280036
0.005401,3,0.048300011
0.005402,3,0.04831999
0.005403,3,0.048339973
0.005404,3,0.048359961
0.005405,3,0.048379953
0.005406,3,0.048399948
0.005407,3,0.048419948
0.005408,3,0.048439952
0.005409,3,0.04845996
0.00541,3,0.048479973
0.005411,3,0.048499989
0.005412,3,0.048520009
0.005413,3,0.048540034
0.005414,3,0.048560063
0.005415,3,0.048580095
0.005416,3,0.048600132
0.005417,3,0.048620173
0.005418,3,0.048640219
0.005419,3,0.048660268
0.00542,3,0.048680321
0.005421,3,0.048700379
0.005422,3,0.048720441
0.005423,3,0.048740506
0.005424,3,0.048760576
0.005425,3,0.04878065
0.005426,3,0.048800729
0.005427,3,0.048820811
0.005428,3,0.048840898
0.005429,3,0.048860988
0.00543,3,0.048881083
0.005431,3,0.048901182
0.005432,3,0.048921285
0.005433,3,0.048941393
0.005434,3,0.048961504
0.005435,3,0.04898162
0.005436,3,0.04900174
0.005437,3,0.049021864
0.005438,3,0.049041992
0.005439,3,0.049062124
0.00544,3,0.049082261
0.005441,3,0.049102401
0.005442,3,0.049122546
0.005443,3,0.049142695
0.005444,3,0.049162849
0.005445,3,0.049183006
0.005446,3,0.049203168
0.005447,3,0.049223334
0.005448,3,0.049243504
0.005449,3,0.049263678
0.00545,3,0.049283856
0.005451,3,0.049304039
0.005452,3,0.049324226
0.005453,3,0.049344417
0.005454,3,0.049364612
0.005455,3,0.049384811
0.005456,3,0.049405015
0.005457,3,0.049425222
0.005458,3,0.049445434
0.005459,3,0.049465651
0.00546,3,0.049485871
0.005461,3,0.049506095
0.005462,3,0.049526324
0.005463,3,0.049546557
0.005464,3,0.049566794
0.005465,3,0.049587035
0.005466,3,0.049607281
0.005467,3,0.04962753
0.005468,3,0.049647784
0.005469,3,0.049668042
0.00547,3,0.049688304
0.005471,3,0.04970857
0.005472,3,0.049728841
0.005473,3,0.049749115
0.005474,3,0.049769394
0.005475,3,0.049789677
0.005476,3,0.049809964
0.005477,3,0.049830256
0.005478,3,0.049850551
0.005479,3,0.049870851
0.00548,3,0.049891154
0.005481,3,0.049911462
0.005482,3,0.049931774
0.005483,3,0.049952091
0.005484,3,0.049972411
0.005485,3,0.049992735
0.005486,3,0.050013064
0.005487,3,0.050033397
0.005488,3,0.050053734
0.005489,3,0.050074075
0.00549,3,0.05009442
0.005491,3,0.05011477
0.005492,3,0.050135123
0.005493,3,0.050155481
0.005494,3,0.050175843
0.005495,3,0.050196209
0.005496,3,0.050216579
0.005497,3,0.050236953
0.005498,3,0.050257331
0.005499,3,0.050277714
0.0055,3,0.0502981
0.005501,3,0.050318491
0.005502,3,0.050338886
0.005503,3,0.050359285
0.005504,3,0.050379688
0.005505,3,0.050400095
0.005506,3,0.050420507
0.005507,3,0.050440922
0.005508,3,0.050461342
0.005509,3,0.050481766
0.00551,3,0.050502193
0.005511,3,0.050522625
0.005512,3,0.050543061
0.005513,3,0.050563501
0.005514,3,0.050583946
0.005515,3,0.050604394
0.005516,3,0.050624847
0.005517,3,0.050645303
0.005518,3,0.050665764
0.005519,3,0.050686229
0.00552,3,0.050706698
0.005521,3,0.050727171
0.005522,3,0.050747648
0.005523,3,0.050768129
0.005524,3,0.050788615
0.005525,3,0.050809104
0.005526,3,0.050829598
0.005527,3,0.050850096
0.005528,3,0.050870598
0.005529,3,0.050891104
0.00553,3,0.050911614
0.005531,3,0.050932129
0.005532,3,0.050952647
0.005533,3,0.05097317
0.005534,3,0.050993697
0.005535,3,0.051014228
0.005536,3,0.051034763
0.005537,3,0.051055302
0.005538,3,0.051075846
0.005539,3,0.051096394
0.00554,3,0.051116945
0.005541,3,0.051137501
0.005542,3,0.051158062
0.005543,3,0.051178626
0.005544,3,0.051199195
0.005545,3,0.051219767
0.005546,3,0.051240344
0.005547,3,0.051260925
0.005548,3,0.05128151
0.005549,3,0.0513021
0.00555,3,0.051322694
0.005551,3,0.051343291
0.005552,3,0.051363893
0.005553,3,0.0513845
0.005554,3,0.05140511
0.005555,3,0.051425725
0.005556,3,0.051446343
0.005557,3,0.051466966
0.005558,3,0.051487593
0.005559,3,0.051508225
0.00556,3,0.05152886
0.005561,3,0.0515495
0.005562,3,0.051570144
0.005563,3,0.051590792
0.005564,3,0.051611445
0.005565,3,0.051632101
0.005566,3,0.051652762
0.005567,3,0.051673427
0.005568,3,0.051694096
0.005569,3,0.051714769
0.00557,3,0.051735446
0.005571,3,0.051756128
0.005572,3,0.051776814
0.005573,3,0.051797503
0.005574,3,0.051818197
0.005575,3,0.051838896
0.005576,3,0.051859598
0.005577,3,0.051880305
0.005578,3,0.051901015
0.005579,3,0.05192173
0.00558,3,0.051942449
0.005581,3,0.051963173
0.005582,3,0.0519839
0.005583,3,0.052004632
0.005584,3,0.052025367
0.005585,3,0.052046107
0.005586,3,0.052066851
0.005587,3,0.052087599
0.005588,3,0.052108352
0.005589,3,0.052129108
0.00559,3,0.052149869
0.005591,3,0.052170634
0.005592,3,0.052191402
0.005593,3,0.052212175
0.005594,3,0.052232953
0.005595,3,0.052253734
0.005596,3,0.052274519
0.005597,3,0.052295309
0.005598,3,0.052316103
0.005599,3,0.052336901
0.0056,3,0.052357703
0.005601,3,0.052378509
0.005602,3,0.052399319
0.005603,3,0.052420133
0.005604,3,0.052440952
0.005605,3,0.052461775
0.005606,3,0.052482601
0.005607,3,0.052503432
0.005608,3,0.052524267
0.005609,3,0.052545106
0.00561,3,0.05256595
0.005611,3,0.052586797
0.005612,3,0.052607649
0.005613,3,0.052628504
0.005614,3,0.052649364
0.005615,3,0.052670228
0.005616,3,0.052691096
0.005617,3,0.052711968
0.005618,3,0.052732844
0.005619,3,0.052753724
0.00562,3,0.052774609
0.005621,3,0.052795497
0.005622,3,0.05281639
0.005623,3,0.052837287
0.005624,3,0.052858188
0.005625,3,0.052879093
0.005626,3,0.052900002
0.005627,3,0.052920916
0.005628,3,0.052941833
0.005629,3,0.052962755
0.00563,3,0.052983681
0.005631,3,0.053004611
0.005632,3,0.053025545
0.005633,3,0.053046484
0.005634,3,0.053067426
0.005635,3,0.053088373
0.005636,3,0.053109324
0.005637,3,0.053130279
0.005638,3,0.053151238
0.005639,3,0.053172202
0.00564,3,0.053193169
0.005641,3,0.053214141
0.005642,3,0.053235117
0.005643,3,0.053256097
0.005644,3,0.053277081
0.005645,3,0.05329807
0.005646,3,0.053319063
0.005647,3,0.05334006
0.005648,3,0.053361061
0.005649,3,0.053382066
0.00565,3,0.053403075
0.005651,3,0.053424089
0.005652,3,0.053445107
0.005653,3,0.053466129
0.005654,3,0.053487155
0.005655,3,0.053508186
0.005656,3,0.05352922
0.005657,3,0.053550259
0.005658,3,0.053571302
0.005659,3,0.053592349
0.00566,3,0.053613401
0.005661,3,0.053634456
0.005662,3,0.053655516
0.005663,3,0.05367658
0.005664,3,0.053697648
0.005665,3,0.05371872
0.005666,3,0.053739797
0.005667,3,0.053760878
0.005668,3,0.053781962
0.005669,3,0.053803051
0.00567,3,0.053824144
0.005671,3,0.053845242
0.005672,3,0.053866343
0.005673,3,0.053887449
0.005674,3,0.053908559
0.005675,3,0.053929673
0.005676,3,0.053950791
0.005677,3,0.053971913
0.005678,3,0.05399304
0.005679,3,0.05401417
0.00568,3,0.054035305
0.005681,3,0.054056444
0.005682,3,0.054077587
0.005683,3,0.054098734
0.005684,3,0.054119886
0.005685,3,0.054141041
0.005686,3,0.054162201
0.005687,3,0.054183365
0.005688,3,0.054204533
0.005689,3,0.054225705
0.00569,3,0.054246881
0.005691,3,0.054268062
0.005692,3,0.054289246
0.005693,3,0.054310435
0.005694,3,0.054331628
0.005695,3,0.054352825
0.005696,3,0.054374026
0.005697,3,0.054395231
0.005698,3,0.05441644
0.005699,3,0.054437654
0.0057,3,0.054458872
0.005701,3,0.054480093
0.005702,3,0.054501319
0.005703,3,0.054522549
0.005704,3,0.054543783
0.005705,3,0.054565021
0.005706,3,0.054586264
0.005707,3,0.05460751
0.005708,3,0.054628761
0.005709,3,0.054650016
0.00571,3,0.054671274
0.005711,3,0.054692537
0.005712,3,0.054713804
0.005713,3,0.054735075
0.005714,3,0.054756351
0.005715,3,0.05477763
0.005716,3,0.054798914
0.005717,3,0.054820201
0.005718,3,0.054841493
0.005719,3,0.054862789
0.00572,3,0.054884089
0.005721,3,0.054905393
0.005722,3,0.054926701
0.005723,3,0.054948013
0.005724,3,0.05496933
0.005725,3,0.05499065
0.005726,3,0.055011975
0.005727,3,0.055033304
0.005728,3,0.055054637
0.005729,3,0.055075974
0.00573,3,0.055097315
0.005731,3,0.05511866
0.005732,3,0.05514001
0.005733,3,0.055161364
0.005734,3,0.055182721
0.005735,3,0.055204083
0.005736,3,0.05522545
0.005737,3,0.05524682
0.005738,3,0.055268194
0.005739,3,0.055289573
0.00574,3,0.055310956
0.005741,3,0.055332343
0.005742,3,0.055353734
0.005743,3,0.055375129
0.005744,3,0.055396529
0.005745,3,0.055417933
0.005746,3,0.05543934
0.005747,3,0.055460752
0.005748,3,0.055482169
0.005749,3,0.055503589
0.00575,3,0.055525014
0.005751,3,0.055546442
0.005752,3,0.055567875
0.005753,3,0.055589313
0.005754,3,0.055610754
0.005755,3,0.0556322
0.005756,3,0.055653649
0.005757,3,0.055675103
0.005758,3,0.055696561
0.005759,3,0.055718024
0.00576,3,0.05573949
0.005761,3,0.055760961
0.005762,3,0.055782436
0.005763,3,0.055803915
0.005764,3,0.055825398
0.005765,3,0.055846886
0.005766,3,0.055868378
0.005767,3,0.055889873
0.005768,3,0.055911373
0.005769,3,0.055932878
0.00577,3,0.055954386
0.005771,3,0.055975898
0.005772,3,0.055997415
0.005773,3,0.056018936
0.005774,3,0.056040461
0.005775,3,0.05606199
0.005776,3,0.056083524
0.005777,3,0.056105061
0.005778,3,0.056126603
0.005779,3,0.056148149
0.00578,3,0.056169699
0.005781,3,0.056191253
0.005782,3,0.056212812
0.005783,3,0.056234374
0.005784,3,0.056255941
0.005785,3,0.056277512
0.005786,3,0.056299087
0.005787,3,0.056320666
0.005788,3,0.056342249
0.005789,3,0.056363837
0.00579,3,0.056385428
0.005791,3,0.056407024
0.005792,3,0.056428624
0.005793,3,0.056450228
0.005794,3,0.056471836
0.005795,3,0.056493448
0.005796,3,0.056515065
0.005797,3,0.056536685
0.005798,3,0.05655831
0.005799,3,0.056579939
0.0058,3,0.056601572
0.005801,3,0.056623209
0.005802,3,0.05664485
0.005803,3,0.056666496
0.005804,3,0.056688145
0.005805,3,0.056709799
0.005806,3,0.056731457
0.005807,3,0.056753119
0.005808,3,0.056774785
0.005809,3,0.056796455
0.00581,3,0.056818129
0.005811,3,0.056839807
0.005812,3,0.05686149
0.005813,3,0.056883176
0.005814,3,0.056904867
0.005815,3,0.056926562
0.005816,3,0.056948261
0.005817,3,0.056969964
0.005818,3,0.056991671
0.005819,3,0.057013383
0.00582,3,0.057035098
0.005821,3,0.057056818
0.005822,3,0.057078541
0.005823,3,0.057100269
0.005824,3,0.057122001
0.005825,3,0.057143737
0.005826,3,0.057165478
0.005827,3,0.057187222
0.005828,3,0.057208971
0.005829,3,0.057230723
0.00583,3,0.05725248
0.005831,3,0.057274241
0.005832,3,0.057296007
0.005833,3,0.057317776
0.005834,3,0.057339549
0.005835,3,0.057361327
0.005836,3,0.057383109
0.005837,3,0.057404895
0.005838,3,0.057426685
0.005839,3,0.05744848
0.00584,3,0.057470278
0.005841,3,0.057492081
0.005842,3,0.057513888
0.005843,3,0.057535699
0.005844,3,0.057557514
0.005845,3,0.057579334
0.005846,3,0.057601158
0.005847,3,0.057622985
0.005848,3,0.057644818
0.005849,3,0.057666654
0.00585,3,0.057688494
0.005851,3,0.057710339
0.005852,3,0.057732188
0.005853,3,0.057754041
0.005854,3,0.057775898
0.005855,3,0.057797759
0.005856,3,0.057819625
0.005857,3,0.057841495
0.005858,3,0.057863369
0.005859,3,0.057885247
0.00586,3,0.057907129
0.005861,3,0.057929016
0.005862,3,0.057950907
0.005863,3,0.057972802
0.005864,3,0.057994701
0.005865,3,0.058016604
0.005866,3,0.058038511
0.005867,3,0.058060423
0.005868,3,0.058082339
0.005869,3,0.058104259
0.00587,3,0.058126183
0.005871,3,0.058148111
0.005872,3,0.058170044
0.005873,3,0.05819198
0.005874,3,0.058213921
0.005875,3,0.058235866
0.005876,3,0.058257815
0.005877,3,0.058279769
0.005878,3,0.058301726
0.005879,3,0.058323688
0.00588,3,0.058345654
0.005881,3,0.058367623
0.005882,3,0.058389598
0.005883,3,0.058411576
0.005884,3,0.058433558
0.005885,3,0.058455545
0.005886,3,0.058477535
0.005887,3,0.05849953
0.005888,3,0.058521529
0.005889,3,0.058543532
0.00589,3,0.05856554
0.005891,3,0.058587551
0.005892,3,0.058609567
0.005893,3,0.058631586
0.005894,3,0.05865361
0.005895,3,0.058675638
0.005896,3,0.05869767
0.005897,3,0.058719706
0.005898,3,0.058741747
0.005899,3,0.058763791
0.0059,3,0.05878584
0.005901,3,0.058807893
0.005902,3,0.058829949
0.005903,3,0.05885201
0.005904,3,0.058874076
0.005905,3,0.058896145
0.005906,3,0.058918218
0.005907,3,0.058940296
0.005908,3,0.058962377
0.005909,3,0.058984463
0.00591,3,0.059006553
0.005911,3,0.059028647
0.005912,3,0.059050745
0.005913,3,0.059072847
0.005914,3,0.059094953
0.005915,3,0.059117063
0.005916,3,0.059139178
0.005917,3,0.059161296
0.005918,3,0.059183419
0.005919,3,0.059205546
0.00592,3,0.059227677
0.005921,3,0.059249812
0.005922,3,0.059271951
0.005923,3,0.059294095
0.005924,3,0.059316242
0.005925,3,0.059338394
0.005926,3,0.059360549
0.005927,3,0.059382709
0.005928,3,0.059404873
0.005929,3,0.059427041
0.00593,3,0.059449213
0.005931,3,0.05947139
0.005932,3,0.05949357
0.005933,3,0.059515755
0.005934,3,0.059537944
0.005935,3,0.059560137
0.005936,3,0.059582334
0.005937,3,0.059604535
0.005938,3,0.059626741
0.005939,3,0.059648951
0.00594,3,0.059671164
0.005941,3,0.059693382
0.005942,3,0.059715605
0.005943,3,0.059737831
0.005944,3,0.059760061
0.005945,3,0.059782296
0.005946,3,0.059804535
0.005947,3,0.059826778
0.005948,3,0.059849025
0.005949,3,0.059871277
0.00595,3,0.059893532
0.005951,3,0.059915792
0.005952,3,0.059938056
0.005953,3,0.059960324
0.005954,3,0.059982597
0.005955,3,0.060004873
0.005956,3,0.060027154
0.005957,3,0.060049439
0.005958,3,0.060071728
0.005959,3,0.060094022
0.00596,3,0.060116319
0.005961,3,0.060138621
0.005962,3,0.060160927
0.005963,3,0.060183237
0.005964,3,0.060205551
0.005965,3,0.06022787
0.005966,3,0.060250193
0.005967,3,0.060272519
0.005968,3,0.06029485
0.005969,3,0.060317186
0.00597,3,0.060339525
0.005971,3,0.060361869
0.005972,3,0.060384216
0.005973,3,0.060406568
0.005974,3,0.060428924
0.005975,3,0.060451285
0.005976,3,0.060473649
0.005977,3,0.060496018
0.005978,3,0.060518391
0.005979,3,0.060540768
0.00598,3,0.060563149
0.005981,3,0.060585534
0.005982,3,0.060607923
0.005983,3,0.060630317
0.005984,3,0.060652715
0.005985,3,0.060675117
0.005986,3,0.060697523
0.005987,3,0.060719933
0.005988,3,0.060742347
0.005989,3,0.060764766
0.00599,3,0.060787188
0.005991,3,0.060809615
0.005992,3,0.060832046
0.005993,3,0.060854481
0.005994,3,0.06087692
0.005995,3,0.060899364
0.005996,3,0.060921811
0.005997,3,0.060944263
0.005998,3,0.060966719
0.005999,3,0.060989178
0.006,3,0.061011642
0.006001,3,0.061034111
0.006002,3,0.061056583
0.006003,3,0.061079059
0.006004,3,0.06110154
0.006005,3,0.061124025
0.006006,3,0.061146513
0.006007,3,0.061169006
0.006008,3,0.061191503
0.006009,3,0.061214005
0.00601,3,0.06123651
0.006011,3,0.061259019
0.006012,3,0.061281533
0.006013,3,0.061304051
0.006014,3,0.061326572
0.006015,3,0.061349098
0.006016,3,0.061371628
0.006017,3,0.061394162
0.006018,3,0.061416701
0.006019,3,0.061439243
0.00602,3,0.061461789
0.006021,3,0.06148434
0.006022,3,0.061506895
0.006023,3,0.061529454
0.006024,3,0.061552017
0.006025,3,0.061574584
0.006026,3,0.061597155
0.006027,3,0.061619731
0.006028,3,0.061642311
0.006029,3,0.061664894
0.00603,3,0.061687482
0.006031,3,0.061710074
0.006032,3,0.061732671
0.006033,3,0.061755271
0.006034,3,0.061777876
0.006035,3,0.061800484
0.006036,3,0.061823097
0.006037,3,0.061845715
0.006038,3,0.061868336
0.006039,3,0.061890961
0.00604,3,0.061913591
0.006041,3,0.061936225
0.006042,3,0.061958863
0.006043,3,0.061981505
0.006044,3,0.062004151
0.006045,3,0.062026802
0.006046,3,0.062049457
0.006047,3,0.062072116
0.006048,3,0.062094779
0.006049,3,0.062117446
0.00605,3,0.062140118
0.006051,3,0.062162793
0.006052,3,0.062185473
0.006053,3,0.062208157
0.006054,3,0.062230846
0.006055,3,0.062253538
0.006056,3,0.062276235
0.006057,3,0.062298936
0.006058,3,0.062321641
0.006059,3,0.06234435
0.00606,3,0.062367063
0.006061,3,0.062389781
0.006062,3,0.062412503
0.006063,3,0.062435229
0.006064,3,0.062457959
0.006065,3,0.062480693
0.006066,3,0.062503432
0.006067,3,0.062526175
0.006068,3,0.062548922
0.006069,3,0.062571673
0.00607,3,0.062594428
0.006071,3,0.062617187
0.006072,3,0.062639951
0.006073,3,0.062662719
0.006074,3,0.062685491
0.006075,3,0.062708267
0.006076,3,0.062731047
0.006077,3,0.062753832
0.006078,3,0.06277662
0.006079,3,0.062799413
0.00608,3,0.06282221
0.006081,3,0.062845011
0.006082,3,0.062867816
0.006083,3,0.062890626
0.006084,3,0.062913439
0.006085,3,0.062936257
0.006086,3,0.062959079
0.006087,3,0.062981905
0.006088,3,0.063004735
0.006089,3,0.063027569
0.00609,3,0.063050407
0.006091,3,0.06307325
0.006092,3,0.063096097
0.006093,3,0.063118948
0.006094,3,0.063141803
0.006095,3,0.063164662
0.006096,3,0.063187525
0.006097,3,0.063210392
0.006098,3,0.063233264
0.006099,3,0.06325614
0.0061,3,0.06327902
0.006101,3,0.063301903
0.006102,3,0.063324792
0.006103,3,0.063347684
0.006104,3,0.06337058
0.006105,3,0.06339348
0.006106,3,0.063416385
